Time,Equipment_ID,Vibration(mm/s),Temperature(°C),Current(A),Runtime(hr)
2025-07-18 14:51:00,M009,-2.88,45.43,18.42,2604.0
2025-07-18 14:52:00,M007,-2.08,45.25,17.83,2554.0
2025-07-18 14:53:00,M002,-3.87,44.69,18.28,2416.0
2025-07-18 14:54:00,M009,-2.45,40.34,15.89,1901.0
2025-07-18 14:55:00,M005,-2.22,44.19,18.46,2407.0
2025-07-18 14:56:00,M004,-3.95,44.11,18.12,2499.0
2025-07-18 14:57:00,M003,-3.2,43.86,18.16,2378.0
2025-07-18 14:58:00,M004,-3.63,43.56,16.87,2383.0
2025-07-18 14:59:00,M006,-3.05,44.36,18.65,2292.0
2025-07-18 15:00:00,M004,-3.16,42.04,16.68,2190.0
2025-07-18 15:01:00,M002,-3.85,42.65,17.86,2346.0
2025-07-18 15:02:00,M002,-2.45,42.49,17.13,2260.0
2025-07-18 15:03:00,M005,-2.88,43.4,17.66,2456.0
2025-07-18 15:04:00,M007,-3.84,42.55,16.87,2271.0
2025-07-18 15:05:00,M004,-3.31,42.17,17.86,2172.0
2025-07-18 15:06:00,M010,-3.3,42.49,16.41,2228.0
2025-07-18 15:07:00,M002,-3.13,44.81,17.64,2470.0
2025-07-18 15:08:00,M008,-3.34,44.56,17.63,2597.0
2025-07-18 15:09:00,M006,-2.04,44.16,17.34,2471.0
2025-07-18 15:10:00,M007,-3.03,44.87,18.53,2544.0
2025-07-18 15:11:00,M009,-3.52,42.85,16.91,2444.0
2025-07-18 15:12:00,M008,-2.14,44.33,18.52,2356.0
2025-07-18 15:13:00,M008,-2.9,43.93,18.09,2333.0
2025-07-18 15:14:00,M002,-3.51,45.38,18.62,2662.0
2025-07-18 15:15:00,M004,-3.98,46.11,18.7,2824.0
2025-07-18 15:16:00,M001,-2.01,43.68,17.65,2348.0
2025-07-18 15:17:00,M005,-3.95,43.67,16.92,2337.0
2025-07-18 15:18:00,M005,-3.39,44.04,17.72,2544.0
2025-07-18 15:19:00,M006,-2.16,44.02,18.31,2488.0
2025-07-18 15:20:00,M007,-2.76,43.38,17.92,2473.0
2025-07-18 15:21:00,M003,-2.73,42.74,17.25,2359.0
2025-07-18 15:22:00,M007,-3.29,45.45,17.24,2665.0
2025-07-18 15:23:00,M003,-3.21,45.73,17.89,2722.0
2025-07-18 15:24:00,M008,-2.61,46.0,19.64,2516.0
2025-07-18 15:25:00,M007,-2.61,44.87,17.13,2569.0
2025-07-18 15:26:00,M002,-3.08,43.69,17.31,2366.0
2025-07-18 15:27:00,M010,-2.24,44.96,18.18,2689.0
2025-07-18 15:28:00,M005,-2.77,45.66,17.89,2459.0
2025-07-18 15:29:00,M005,-3.94,44.4,17.91,2573.0
2025-07-18 15:30:00,M009,-2.06,44.17,18.16,2228.0
2025-07-18 15:31:00,M009,-3.64,44.09,17.91,2467.0
2025-07-18 15:32:00,M009,-3.81,43.36,18.08,2303.0
2025-07-18 15:33:00,M001,-2.15,45.4,18.34,2710.0
2025-07-18 15:34:00,M002,-2.14,46.64,18.49,2630.0
2025-07-18 15:35:00,M003,-3.32,44.8,18.54,2509.0
2025-07-18 15:36:00,M001,-3.26,46.83,18.16,2632.0
2025-07-18 15:37:00,M004,-3.2,45.0,17.95,2782.0
2025-07-18 15:38:00,M005,-2.74,45.43,18.08,2725.0
2025-07-18 15:39:00,M005,-3.26,44.96,17.82,2535.0
2025-07-18 15:40:00,M003,-3.02,45.11,17.22,2663.0
2025-07-18 15:41:00,M003,-2.8,44.08,17.78,2350.0
2025-07-18 15:42:00,M002,-2.58,45.03,17.77,2575.0
2025-07-18 15:43:00,M004,-2.41,45.2,17.69,2591.0
2025-07-18 15:44:00,M003,-3.46,44.61,18.68,2507.0
2025-07-18 15:45:00,M007,-2.02,45.18,18.35,2573.0
2025-07-18 15:46:00,M008,-2.22,45.15,18.58,2620.0
2025-07-18 15:47:00,M010,-3.12,44.39,19.07,2461.0
2025-07-18 15:48:00,M003,-2.11,45.03,17.82,2532.0
2025-07-18 15:49:00,M007,-3.38,46.62,18.5,2603.0
2025-07-18 15:50:00,M009,-3.17,44.62,18.7,2468.0
2025-07-18 15:51:00,M003,-2.91,46.49,18.53,2614.0
2025-07-18 15:52:00,M003,-2.87,46.23,18.34,2540.0
2025-07-18 15:53:00,M005,-2.09,44.41,17.93,2303.0
2025-07-18 15:54:00,M010,-3.83,44.75,18.53,2389.0
2025-07-18 15:55:00,M009,-2.76,46.95,18.74,2738.0
2025-07-18 15:56:00,M005,-2.43,46.8,19.07,2728.0
2025-07-18 15:57:00,M010,-2.43,46.67,19.23,2802.0
2025-07-18 15:58:00,M007,-2.98,46.7,18.99,2743.0
2025-07-18 15:59:00,M005,-2.45,46.65,17.31,2669.0
2025-07-18 16:00:00,M002,-3.81,45.62,18.67,2588.0
2025-07-18 16:01:00,M007,-2.11,46.61,18.12,2512.0
2025-07-18 16:02:00,M007,-2.95,46.45,18.63,2736.0
2025-07-18 16:03:00,M010,-2.31,45.76,17.53,2578.0
2025-07-18 16:04:00,M006,-2.86,46.55,18.43,2572.0
2025-07-18 16:05:00,M008,-3.42,47.17,19.51,2831.0
2025-07-18 16:06:00,M010,-2.61,46.14,18.59,2642.0
2025-07-18 16:07:00,M008,-2.92,46.69,19.6,2714.0
2025-07-18 16:08:00,M009,-3.22,46.31,18.37,2670.0
2025-07-18 16:09:00,M009,-2.14,45.35,17.86,2656.0
2025-07-18 16:10:00,M009,-3.79,45.99,18.8,2534.0
2025-07-18 16:11:00,M008,-2.88,47.75,20.2,2773.0
2025-07-18 16:12:00,M001,-2.1,45.73,18.45,2698.0
2025-07-18 16:13:00,M005,-2.89,47.3,18.45,2900.0
2025-07-18 16:14:00,M007,-3.91,47.25,18.99,2625.0
2025-07-18 16:15:00,M005,-2.48,47.41,19.12,2556.0
2025-07-18 16:16:00,M006,-0.9393291182928896,46.48,18.39,2666.0
2025-07-18 16:17:00,M007,-3.29,47.23,19.0,2867.0
2025-07-18 16:18:00,M004,-2.93,46.58,18.37,2755.0
2025-07-18 16:19:00,M005,-3.44,46.89,19.2,2781.0
2025-07-18 16:20:00,M001,-2.58,46.93,18.51,2648.0
2025-07-18 16:21:00,M008,-3.02,48.84,18.75,3025.0
2025-07-18 16:22:00,M006,-3.32,46.88,19.64,2755.0
2025-07-18 16:23:00,M009,-2.82,47.44,18.19,2837.0
2025-07-18 16:24:00,M001,-2.64,45.84,18.24,2864.0
2025-07-18 16:25:00,M007,-2.05,47.3,19.47,2677.0
2025-07-18 16:26:00,M003,-2.59,47.01,18.7,2980.0
2025-07-18 16:27:00,M001,-2.29,46.81,18.49,2440.0
2025-07-18 16:28:00,M009,-2.81,46.85,17.93,2790.0
2025-07-18 16:29:00,M007,-3.91,46.71,18.13,2731.0
2025-07-18 16:30:00,M008,-2.35,48.7,18.65,2831.0
2025-07-18 16:31:00,M002,-3.88,47.44,18.91,2837.0
2025-07-18 16:32:00,M004,-2.07,47.18,19.84,2796.0
2025-07-18 16:33:00,M001,-2.18,46.74,19.14,2617.0
2025-07-18 16:34:00,M010,-3.44,45.33,19.08,2511.0
2025-07-18 16:35:00,M005,-3.21,48.51,18.64,3005.0
2025-07-18 16:36:00,M010,-3.76,47.06,19.48,2915.0
2025-07-18 16:37:00,M007,-2.11,46.11,18.19,2745.0
2025-07-18 16:38:00,M001,-3.89,47.9,18.98,2908.0
2025-07-18 16:39:00,M002,-3.25,49.36,20.07,2857.0
2025-07-18 16:40:00,M003,-1.5540537832625465,49.98,20.67,2995.0
2025-07-18 16:41:00,M002,-2.55,47.96,19.03,2984.0
2025-07-18 16:42:00,M005,-3.26,47.06,18.04,2654.0
2025-07-18 16:43:00,M002,-2.32,47.76,19.42,2691.0
2025-07-18 16:44:00,M010,-2.4,48.06,19.75,2781.0
2025-07-18 16:45:00,M007,-3.93,47.59,19.21,2820.0
2025-07-18 16:46:00,M001,-2.7,48.98,19.48,2916.0
2025-07-18 16:47:00,M003,-2.82,45.41,17.68,2689.0
2025-07-18 16:48:00,M004,-2.75,46.94,19.16,2832.0
2025-07-18 16:49:00,M007,-3.22,45.89,18.93,2504.0
2025-07-18 16:50:00,M006,-3.76,48.66,20.06,2883.0
2025-07-18 16:51:00,M001,-2.24,48.05,18.02,2937.0
2025-07-18 16:52:00,M004,-3.57,49.06,19.55,2915.0
2025-07-18 16:53:00,M010,-3.28,47.2,18.26,2605.0
2025-07-18 16:54:00,M005,-3.53,47.81,18.77,2931.0
2025-07-18 16:55:00,M003,-2.59,48.54,19.06,2850.0
2025-07-18 16:56:00,M002,-3.31,48.33,18.9,2822.0
2025-07-18 16:57:00,M007,-3.97,48.75,19.37,2753.0
2025-07-18 16:58:00,M004,-2.46,49.6,19.9,3124.0
2025-07-18 16:59:00,M007,-3.81,48.61,19.38,2915.0
2025-07-18 17:00:00,M003,-3.63,49.34,19.78,2928.0
2025-07-18 17:01:00,M001,-3.53,49.14,19.32,3093.0
2025-07-18 17:02:00,M004,-2.3,50.32,20.28,2978.0
2025-07-18 17:03:00,M010,-2.15,47.18,18.59,2811.0
2025-07-18 17:04:00,M010,-3.42,49.83,19.91,3072.0
2025-07-18 17:05:00,M009,-2.47,48.39,19.79,2984.0
2025-07-18 17:06:00,M001,-2.41,50.48,19.87,3271.0
2025-07-18 17:07:00,M009,-2.26,49.1,19.49,2869.0
2025-07-18 17:08:00,M009,-2.58,48.82,19.63,2800.0
2025-07-18 17:09:00,M005,-2.17,49.07,18.77,2996.0
2025-07-18 17:10:00,M004,-2.23,46.91,18.37,2707.0
2025-07-18 17:11:00,M007,-3.58,50.67,20.38,3137.0
2025-07-18 17:12:00,M004,-3.26,50.66,20.95,3160.0
2025-07-18 17:13:00,M007,-3.51,50.57,19.93,3105.0
2025-07-18 17:14:00,M001,-2.45,48.47,19.72,2939.0
2025-07-18 17:15:00,M003,-3.57,49.26,19.96,2904.0
2025-07-18 17:16:00,M005,-2.25,48.93,19.45,2831.0
2025-07-18 17:17:00,M004,-2.07,48.95,18.38,3131.0
2025-07-18 17:18:00,M005,-3.5948134017316864,49.04,19.12,2952.0
2025-07-18 17:19:00,M010,-3.19,48.55,18.95,2818.0
2025-07-18 17:20:00,M004,-3.11,47.54,18.88,2734.0
2025-07-18 17:21:00,M004,-3.54,49.91,20.3,2885.0
2025-07-18 17:22:00,M008,-2.86,48.97,20.16,3139.0
2025-07-18 17:23:00,M005,-3.7,49.88,20.25,2831.0
2025-07-18 17:24:00,M003,-2.42,49.05,20.58,3019.0
2025-07-18 17:25:00,M001,-3.54,50.34,19.16,2984.0
2025-07-18 17:26:00,M007,-3.65,49.05,19.67,3080.0
2025-07-18 17:27:00,M001,-2.51,49.45,19.51,3046.0
2025-07-18 17:28:00,M005,-2.15,49.37,20.75,2987.0
2025-07-18 17:29:00,M009,-3.53,48.55,19.88,3063.0
2025-07-18 17:30:00,M002,-2.51,50.14,20.18,3088.0
2025-07-18 17:31:00,M001,-3.37,53.3,21.67,3564.0
2025-07-18 17:32:00,M006,-2.33,51.99,20.92,3263.0
2025-07-18 17:33:00,M007,-3.66,49.5,18.82,3078.0
2025-07-18 17:34:00,M004,-3.21,50.19,18.7,3130.0
2025-07-18 17:35:00,M005,-3.81,49.42,20.14,2903.0
2025-07-18 17:36:00,M002,-3.16,51.45,20.92,3289.0
2025-07-18 17:37:00,M009,-2.05,48.99,19.49,2985.0
2025-07-18 17:38:00,M008,-2.75,51.33,20.46,3173.0
2025-07-18 17:39:00,M004,-3.18,50.23,20.24,3123.0
2025-07-18 17:40:00,M008,-3.95,52.06,20.49,3295.0
2025-07-18 17:41:00,M006,-2.49,50.3,19.71,3089.0
2025-07-18 17:42:00,M003,-2.06,51.33,19.32,3186.0
2025-07-18 17:43:00,M008,-3.49,50.99,20.85,3182.0
2025-07-18 17:44:00,M010,-3.35,53.14,21.36,3548.0
2025-07-18 17:45:00,M008,-3.73,51.45,20.82,3315.0
2025-07-18 17:46:00,M008,-2.65,48.98,19.28,2982.0
2025-07-18 17:47:00,M002,-2.22,52.01,21.43,3168.0
2025-07-18 17:48:00,M008,-3.98,50.29,19.97,3158.0
2025-07-18 17:49:00,M010,-3.38,51.19,21.1,3181.0
2025-07-18 17:50:00,M008,-2.2,52.57,21.71,3459.0
2025-07-18 17:51:00,M008,-2.49,51.6,21.41,3081.0
2025-07-18 17:52:00,M003,-2.2,51.25,20.82,3172.0
2025-07-18 17:53:00,M003,-2.03,50.67,20.6,3019.0
2025-07-18 17:54:00,M002,-2.71,51.44,20.67,3068.0
2025-07-18 17:55:00,M003,-2.83,50.54,20.22,3315.0
2025-07-18 17:56:00,M005,-2.31,51.99,20.6,3293.0
2025-07-18 17:57:00,M009,-2.34,49.47,19.84,3065.0
2025-07-18 17:58:00,M007,-3.66,49.93,19.87,3033.0
2025-07-18 17:59:00,M004,-2.14,50.51,20.25,2979.0
2025-07-18 18:00:00,M001,-3.87,51.91,21.46,3154.0
2025-07-18 18:01:00,M009,-3.22,52.16,20.8,3243.0
2025-07-18 18:02:00,M004,-2.18,51.57,20.7,3249.0
2025-07-18 18:03:00,M005,-2.35,53.01,21.06,3320.0
2025-07-18 18:04:00,M005,-2.05,50.75,20.7,3278.0
2025-07-18 18:05:00,M010,-3.0,52.98,21.22,3538.0
2025-07-18 18:06:00,M001,-3.31,51.42,20.02,2995.0
2025-07-18 18:07:00,M010,-2.46,50.6,19.34,3071.0
2025-07-18 18:08:00,M009,-3.92,52.42,21.75,3192.0
2025-07-18 18:09:00,M002,-3.82,50.47,20.28,2969.0
2025-07-18 18:10:00,M006,-3.71,53.31,21.6,3396.0
2025-07-18 18:11:00,M001,-2.77,52.91,21.34,3339.0
2025-07-18 18:12:00,M005,-3.39,50.33,19.95,3210.0
2025-07-18 18:13:00,M009,-3.25,52.0,20.55,3279.0
2025-07-18 18:14:00,M003,-2.18,51.43,20.35,3095.0
2025-07-18 18:15:00,M002,-2.08,52.68,20.57,3180.0
2025-07-18 18:16:00,M010,-3.01,52.75,21.61,3299.0
2025-07-18 18:17:00,M001,-2.63,50.81,19.7,3240.0
2025-07-18 18:18:00,M009,-3.43,51.33,20.54,3084.0
2025-07-18 18:19:00,M009,-3.46,51.76,20.14,3359.0
2025-07-18 18:20:00,M002,-3.45,51.32,20.42,3143.0
2025-07-18 18:21:00,M006,-3.65,54.11,21.66,3467.0
2025-07-18 18:22:00,M008,-2.87,50.66,20.05,2993.0
2025-07-18 18:23:00,M010,-2.52,51.42,19.71,3493.0
2025-07-18 18:24:00,M003,-3.77,51.17,20.31,3176.0
2025-07-18 18:25:00,M007,-3.17,51.21,19.99,3053.0
2025-07-18 18:26:00,M006,-2.29,52.5,20.75,3474.0
2025-07-18 18:27:00,M001,-2.01,52.49,21.62,3247.0
2025-07-18 18:28:00,M010,-2.16,53.04,21.15,3384.0
2025-07-18 18:29:00,M007,-3.48,52.34,20.7,3329.0
2025-07-18 18:30:00,M004,-2.83,53.08,21.54,3247.0
2025-07-18 18:31:00,M006,-3.75,52.48,20.56,3453.0
2025-07-18 18:32:00,M005,-2.73,53.61,20.57,3378.0
2025-07-18 18:33:00,M008,-2.01,53.14,21.2,3338.0
2025-07-18 18:34:00,M008,-2.92,52.93,21.15,3442.0
2025-07-18 18:35:00,M002,-2.76,51.18,19.96,3207.0
2025-07-18 18:36:00,M006,-2.08,51.23,20.24,3204.0
2025-07-18 18:37:00,M003,-3.35,52.32,21.3,3575.0
2025-07-18 18:38:00,M009,-2.12,52.5,20.8,3310.0
2025-07-18 18:39:00,M002,-3.43,52.75,21.58,3469.0
2025-07-18 18:40:00,M004,-2.09,53.12,21.2,3338.0
2025-07-18 18:41:00,M010,-2.54,52.63,20.78,3256.0
2025-07-18 18:42:00,M002,-3.5,54.1,21.8,3596.0
2025-07-18 18:43:00,M009,-2.37,52.06,20.96,3216.0
2025-07-18 18:44:00,M009,-2.15,50.99,19.9,3380.0
2025-07-18 18:45:00,M009,-2.73,52.89,21.34,3487.0
2025-07-18 18:46:00,M008,-3.24,54.3,20.53,3585.0
2025-07-18 18:47:00,M007,-2.83,51.04,20.93,3092.0
2025-07-18 18:48:00,M002,-3.59,54.11,21.75,3372.0
2025-07-18 18:49:00,M006,-3.66,54.22,20.74,3524.0
2025-07-18 18:50:00,M001,-2.08,52.92,21.57,3260.0
2025-07-18 18:51:00,M008,-2.8,52.2,21.55,3364.0
2025-07-18 18:52:00,M003,-2.39,53.59,21.31,3536.0
2025-07-18 18:53:00,M001,-2.24,52.31,20.95,3265.0
2025-07-18 18:54:00,M007,-3.46,53.07,22.68,3662.0
2025-07-18 18:55:00,M008,-3.77,53.03,21.22,3364.0
2025-07-18 18:56:00,M003,-2.49,53.68,21.8,3454.0
2025-07-18 18:57:00,M001,-2.95,53.05,21.71,3482.0
2025-07-18 18:58:00,M001,-3.83,53.09,21.87,3401.0
2025-07-18 18:59:00,M010,-2.02,55.24,22.55,3347.0
2025-07-18 19:00:00,M004,-2.71,52.73,20.88,3283.0
2025-07-18 19:01:00,M001,-3.25,53.48,21.03,3295.0
2025-07-18 19:02:00,M006,-2.49,54.08,21.79,3606.0
2025-07-18 19:03:00,M007,-3.66,53.1,21.11,3383.0
2025-07-18 19:04:00,M002,-3.64,54.66,22.32,3627.0
2025-07-18 19:05:00,M002,-3.99,55.27,21.66,3602.0
2025-07-18 19:06:00,M007,-2.87,55.65,22.56,3509.0
2025-07-18 19:07:00,M004,-2.9,53.92,21.92,3468.0
2025-07-18 19:08:00,M001,-2.34,54.14,21.08,3612.0
2025-07-18 19:09:00,M004,-2.45,54.12,21.52,3476.0
2025-07-18 19:10:00,M006,-2.71,54.56,21.09,3582.0
2025-07-18 19:11:00,M002,-3.04,54.31,21.03,3290.0
2025-07-18 19:12:00,M010,-3.99,56.77,22.94,3843.0
2025-07-18 19:13:00,M009,-2.94,53.82,21.79,3472.0
2025-07-18 19:14:00,M006,-3.98,53.77,21.38,3628.0
2025-07-18 19:15:00,M003,-3.91,55.49,21.64,3558.0
2025-07-18 19:16:00,M009,-3.58,53.53,20.31,3460.0
2025-07-18 19:17:00,M003,-2.97,54.61,22.36,3357.0
2025-07-18 19:18:00,M001,-3.45,52.67,21.25,3237.0
2025-07-18 19:19:00,M003,-2.61,55.46,22.67,3681.0
2025-07-18 19:20:00,M008,-2.0,54.56,21.9,3392.0
2025-07-18 19:21:00,M004,-3.46,54.18,22.08,3496.0
2025-07-18 19:22:00,M008,-2.88,54.8,21.65,3707.0
2025-07-18 19:23:00,M001,-2.94,54.23,22.26,3670.0
2025-07-18 19:24:00,M007,-3.28,54.4,21.29,3607.0
2025-07-18 19:25:00,M005,-2.51,55.55,22.94,3641.0
2025-07-18 19:26:00,M005,-3.89,53.11,19.78,3326.0
2025-07-18 19:27:00,M007,-3.78,53.33,21.7,3470.0
2025-07-18 19:28:00,M001,-2.19,53.01,21.23,3523.0
2025-07-18 19:29:00,M007,-2.98,53.97,21.68,3392.0
2025-07-18 19:30:00,M009,-2.06,54.39,20.22,3544.0
2025-07-18 19:31:00,M008,-3.92,54.06,22.03,3624.0
2025-07-18 19:32:00,M005,-2.08,57.06,23.21,3992.0
2025-07-18 19:33:00,M003,-2.49,54.59,22.22,3528.0
2025-07-18 19:34:00,M007,-3.58,53.98,21.88,3481.0
2025-07-18 19:35:00,M002,-2.71,55.42,21.97,3674.0
2025-07-18 19:36:00,M001,-2.68,54.38,21.82,3525.0
2025-07-18 19:37:00,M005,-2.79,55.13,21.31,3641.0
2025-07-18 19:38:00,M006,-3.81,55.26,21.26,3565.0
2025-07-18 19:39:00,M005,-2.03,55.41,22.66,3763.0
2025-07-18 19:40:00,M008,-2.29,54.54,21.51,3701.0
2025-07-18 19:41:00,M010,-2.94,53.79,22.14,3372.0
2025-07-18 19:42:00,M004,-3.01,56.54,22.84,3776.0
2025-07-18 19:43:00,M003,-2.02,55.75,22.64,3505.0
2025-07-18 19:44:00,M001,-2.37,57.64,23.32,4114.0
2025-07-18 19:45:00,M007,-2.1,55.44,22.44,3645.0
2025-07-18 19:46:00,M008,-2.77,54.92,22.16,3602.0
2025-07-18 19:47:00,M004,-3.162696166860597,56.19,22.76,3647.0
2025-07-18 19:48:00,M008,-3.37,56.7,23.04,3726.0
2025-07-18 19:49:00,M009,-2.12,57.09,22.56,3653.0
2025-07-18 19:50:00,M006,-2.7,56.37,22.7,3774.0
2025-07-18 19:51:00,M003,-3.56,55.35,21.6,3488.0
2025-07-18 19:52:00,M008,-4.75963894424174,57.55,23.25,3878.0
2025-07-18 19:53:00,M007,-2.06,56.32,22.32,3792.0
2025-07-18 19:54:00,M005,-2.4,55.4,22.52,3633.0
2025-07-18 19:55:00,M006,-3.73,56.59,22.54,3870.0
2025-07-18 19:56:00,M002,-2.62,55.02,21.8,3789.0
2025-07-18 19:57:00,M003,-2.56,57.22,23.88,3876.0
2025-07-18 19:58:00,M002,-2.32,55.55,22.36,3698.0
2025-07-18 19:59:00,M007,-3.48,55.11,22.34,3657.0
2025-07-18 20:00:00,M008,-2.3,58.68,22.66,3888.0
2025-07-18 20:01:00,M003,-3.57,56.9,22.77,3810.0
2025-07-18 20:02:00,M008,-3.46,56.81,23.21,3901.0
2025-07-18 20:03:00,M009,-2.15,57.11,22.53,3772.0
2025-07-18 20:04:00,M001,-3.22,58.6,24.42,3985.0
2025-07-18 20:05:00,M006,-2.72,55.78,21.77,3728.0
2025-07-18 20:06:00,M003,-3.01,56.24,21.41,3619.0
2025-07-18 20:07:00,M010,-3.62,55.83,21.81,3584.0
2025-07-18 20:08:00,M002,-2.92,55.85,22.35,3662.0
2025-07-18 20:09:00,M008,-2.23,56.53,22.45,3676.0
2025-07-18 20:10:00,M010,-2.06,58.79,25.0,3954.0
2025-07-18 20:11:00,M003,-2.15,57.06,22.94,3872.0
2025-07-18 20:12:00,M001,-3.88,57.09,23.35,3945.0
2025-07-18 20:13:00,M009,-2.23,56.62,23.13,3808.0
2025-07-18 20:14:00,M001,-2.35,60.13,24.07,4013.0
2025-07-18 20:15:00,M008,-2.02,57.76,22.64,3818.0
2025-07-18 20:16:00,M003,-3.58,56.43,22.19,3836.0
2025-07-18 20:17:00,M003,-2.28,55.52,23.15,3750.0
2025-07-18 20:18:00,M008,-2.93,58.98,23.41,3972.0
2025-07-18 20:19:00,M001,-2.79,56.19,21.75,3840.0
2025-07-18 20:20:00,M008,-3.34,57.14,22.55,3835.0
2025-07-18 20:21:00,M003,-3.45,57.45,23.43,3813.0
2025-07-18 20:22:00,M009,-3.7,57.9,22.63,4057.0
2025-07-18 20:23:00,M001,-3.58,55.64,22.71,3665.0
2025-07-18 20:24:00,M008,-2.87,58.06,23.62,4046.0
2025-07-18 20:25:00,M009,-3.49,56.46,22.1,3911.0
2025-07-18 20:26:00,M006,-2.27,57.26,22.3,4007.0
2025-07-18 20:27:00,M009,-2.95,55.14,21.12,3601.0
2025-07-18 20:28:00,M008,-2.41,57.82,23.14,3912.0
2025-07-18 20:29:00,M006,-3.7,58.26,23.44,3736.0
2025-07-18 20:30:00,M002,-3.12,57.07,23.34,3683.0
2025-07-18 20:31:00,M003,-3.32,57.03,22.81,3749.0
2025-07-18 20:32:00,M006,-3.02,57.94,22.9,3877.0
2025-07-18 20:33:00,M010,-3.97,56.85,22.05,3795.0
2025-07-18 20:34:00,M002,-2.0,57.98,23.26,3923.0
2025-07-18 20:35:00,M010,-3.49,59.72,23.92,4351.0
2025-07-18 20:36:00,M008,-2.61,58.55,22.43,4157.0
2025-07-18 20:37:00,M004,-3.94,58.93,23.71,3979.0
2025-07-18 20:38:00,M010,-3.45,57.62,23.21,3698.0
2025-07-18 20:39:00,M010,-3.44,56.48,22.1,3834.0
2025-07-18 20:40:00,M009,-3.74,56.88,23.29,3577.0
2025-07-18 20:41:00,M008,-2.92,56.67,21.83,3834.0
2025-07-18 20:42:00,M002,-3.06,56.99,21.95,3922.0
2025-07-18 20:43:00,M009,-3.45,57.44,22.17,3931.0
2025-07-18 20:44:00,M010,-2.08,59.71,23.71,4075.0
2025-07-18 20:45:00,M004,-3.38,59.42,23.56,4146.0
2025-07-18 20:46:00,M004,-2.23,62.19,25.17,4577.0
2025-07-18 20:47:00,M005,-2.63,58.36,23.21,4056.0
2025-07-18 20:48:00,M005,-3.23,58.13,23.17,4022.0
2025-07-18 20:49:00,M006,-2.59,59.38,23.29,3979.0
2025-07-18 20:50:00,M005,-3.86,56.36,21.79,3712.0
2025-07-18 20:51:00,M004,-2.39,57.67,23.95,3904.0
2025-07-18 20:52:00,M001,-3.63,57.65,22.39,3888.0
2025-07-18 20:53:00,M004,-2.64,58.01,23.24,3956.0
2025-07-18 20:54:00,M007,-2.18,58.88,23.53,3989.0
2025-07-18 20:55:00,M009,-2.94,58.32,24.04,4054.0
2025-07-18 20:56:00,M001,-3.8,59.66,23.83,4089.0
2025-07-18 20:57:00,M007,-3.24,60.14,24.16,4090.0
2025-07-18 20:58:00,M009,-2.48,57.63,22.24,3954.0
2025-07-18 20:59:00,M007,-3.15,57.95,23.84,3833.0
2025-07-18 21:00:00,M003,-3.51,58.81,23.37,4096.0
2025-07-18 21:01:00,M002,-2.8,59.47,23.11,4208.0
2025-07-18 21:02:00,M002,-2.38,57.62,23.73,3864.0
2025-07-18 21:03:00,M005,-3.06,57.15,22.91,3672.0
2025-07-18 21:04:00,M010,-2.3,60.49,25.41,4101.0
2025-07-18 21:05:00,M008,-3.58,58.56,23.8,4090.0
2025-07-18 21:06:00,M009,-2.37,58.37,23.46,4019.0
2025-07-18 21:07:00,M010,-2.95,58.02,24.14,3910.0
2025-07-18 21:08:00,M005,-3.82,59.05,23.7,4133.0
2025-07-18 21:09:00,M010,-3.97,59.24,22.8,3974.0
2025-07-18 21:10:00,M003,-3.36,60.06,24.57,4039.0
2025-07-18 21:11:00,M007,-2.81,59.79,24.26,4243.0
2025-07-18 21:12:00,M004,-2.34,59.42,23.63,3805.0
2025-07-18 21:13:00,M002,-2.35,58.11,23.94,3763.0
2025-07-18 21:14:00,M009,-2.23,59.66,23.5,4207.0
2025-07-18 21:15:00,M002,-3.04,59.24,23.11,4020.0
2025-07-18 21:16:00,M010,-3.47,58.93,24.4,4105.0
2025-07-18 21:17:00,M008,-2.56,58.95,24.08,3941.0
2025-07-18 21:18:00,M002,-3.09,60.55,22.8,4091.0
2025-07-18 21:19:00,M006,-2.81,59.48,23.48,3827.0
2025-07-18 21:20:00,M010,-3.43,59.29,23.69,4031.0
2025-07-18 21:21:00,M001,-3.37,60.37,23.93,4264.0
2025-07-18 21:22:00,M007,-2.89,59.67,24.16,4166.0
2025-07-18 21:23:00,M008,-2.84,57.79,22.49,3811.0
2025-07-18 21:24:00,M005,-3.27,60.74,24.14,4110.0
2025-07-18 21:25:00,M007,-2.93,59.85,24.47,4188.0
2025-07-18 21:26:00,M005,-2.46,58.81,24.05,4220.0
2025-07-18 21:27:00,M009,-2.03,63.96,26.14,4489.0
2025-07-18 21:28:00,M004,-3.61,58.74,23.2,4054.0
2025-07-18 21:29:00,M008,-2.56,59.55,22.56,4136.0
2025-07-18 21:30:00,M009,-3.16,61.19,24.97,4172.0
2025-07-18 21:31:00,M010,-2.06,59.19,23.4,4116.0
2025-07-18 21:32:00,M009,-3.23,59.45,23.39,4074.0
2025-07-18 21:33:00,M009,-2.45,60.49,24.21,4206.0
2025-07-18 21:34:00,M004,-2.32,59.35,24.04,4074.0
2025-07-18 21:35:00,M005,-3.16,59.58,23.68,4076.0
2025-07-18 21:36:00,M009,-2.36,59.91,24.05,4163.0
2025-07-18 21:37:00,M006,-2.46,59.59,23.06,4181.0
2025-07-18 21:38:00,M010,-2.81,59.77,24.21,4177.0
2025-07-18 21:39:00,M010,-2.54,61.51,25.01,4413.0
